"Option","Strike","Type","Bid","Ask","Days_expiration"
"OCT5 15",1545,"CALL",335,354.2,67
"OCT5 15",1550,"CALL",330.5,349.7,67
"OCT5 15",1555,"CALL",326,345.2,67
"OCT5 15",1560,"CALL",321.5,340.7,67
"OCT5 15",1565,"CALL",317,336.2,67
"OCT5 15",1570,"CALL",312.5,331.7,67
"OCT5 15",1575,"CALL",308,327.2,67
"OCT5 15",1580,"CALL",303.5,322.7,67
"OCT5 15",1585,"CALL",299.1,318.3,67
"OCT5 15",1590,"CALL",294.6,313.8,67
"OCT5 15",1595,"CALL",290.2,309.4,67
"OCT5 15",1600,"CALL",285.8,305,67
"OCT5 15",1605,"CALL",281.4,300.6,67
"OCT5 15",1610,"CALL",277,296.2,67
"OCT5 15",1615,"CALL",272.6,291.8,67
"OCT5 15",1620,"CALL",268.2,287.4,67
"OCT5 15",1625,"CALL",263.9,283.1,67
"OCT5 15",1630,"CALL",259.5,278.7,67
"OCT5 15",1635,"CALL",255.2,274.4,67
"OCT5 15",1640,"CALL",250.9,270.1,67
"OCT5 15",1645,"CALL",246.6,265.8,67
"OCT5 15",1650,"CALL",242.3,261.5,67
"OCT5 15",1655,"CALL",238.1,257.3,67
"OCT5 15",1660,"CALL",233.8,253,67
"OCT5 15",1665,"CALL",229.6,248.8,67
"OCT5 15",1670,"CALL",225.4,244.6,67
"OCT5 15",1675,"CALL",221.2,240.4,67
"OCT5 15",1680,"CALL",217.1,236.3,67
"OCT5 15",1685,"CALL",212.9,232.1,67
"OCT5 15",1690,"CALL",208.8,228,67
"OCT5 15",1695,"CALL",204.7,223.9,67
"OCT5 15",1700,"CALL",200.6,219.8,67
"OCT5 15",1705,"CALL",198.1,214.1,67
"OCT5 15",1710,"CALL",194,210,67
"OCT5 15",1715,"CALL",191.6,204.4,67
"OCT5 15",1720,"CALL",187.6,200.4,67
"OCT5 15",1725,"CALL",183.6,196.4,67
"OCT5 15",1730,"CALL",179.6,192.4,67
"OCT5 15",1735,"CALL",175.7,188.5,67
"OCT5 15",1740,"CALL",171.8,184.6,67
"OCT5 15",1745,"CALL",167.9,180.7,67
"OCT5 15",1750,"CALL",164,176.8,67
"OCT5 15",1755,"CALL",160.2,173,67
"OCT5 15",1760,"CALL",156.4,169.2,67
"OCT5 15",1765,"CALL",152.6,165.4,67
"OCT5 15",1770,"CALL",148.8,161.6,67
"OCT5 15",1775,"CALL",145.1,157.9,67
"OCT5 15",1780,"CALL",141.4,154.2,67
"OCT5 15",1785,"CALL",137.7,150.5,67
"OCT5 15",1790,"CALL",134.1,146.9,67
"OCT5 15",1795,"CALL",130.5,143.3,67
"OCT5 15",1800,"CALL",126.9,139.7,67
"OCT5 15",1805,"CALL",123.4,136.2,67
"OCT5 15",1810,"CALL",119.9,132.7,67
"OCT5 15",1815,"CALL",116.4,129.2,67
"OCT5 15",1820,"CALL",113,125.8,67
"OCT5 15",1825,"CALL",109.6,122.4,67
"OCT5 15",1830,"CALL",106.2,119,67
"OCT5 15",1835,"CALL",102.9,115.7,67
"OCT5 15",1840,"CALL",101,111,67
"OCT5 15",1845,"CALL",97.7,107.7,67
"OCT5 15",1850,"CALL",95.5,103.5,67
"OCT5 15",1855,"CALL",92.3,100.3,67
"OCT5 15",1860,"CALL",89.2,97.2,67
"OCT5 15",1865,"CALL",86.1,94.1,67
"OCT5 15",1870,"CALL",83.1,91.1,67
"OCT5 15",1875,"CALL",80.1,88.1,67
"OCT5 15",1880,"CALL",77.1,85.1,67
"OCT5 15",1885,"CALL",74.2,82.2,67
"OCT5 15",1890,"CALL",71.3,79.3,67
"OCT5 15",1895,"CALL",68.5,76.5,67
"OCT5 15",1900,"CALL",65.7,73.7,67
"OCT5 15",1905,"CALL",63,71,67
"OCT5 15",1910,"CALL",60.3,68.3,67
"OCT5 15",1915,"CALL",57.7,65.7,67
"OCT5 15",1920,"CALL",55.1,63.1,67
"OCT5 15",1925,"CALL",52.6,60.6,67
"OCT5 15",1930,"CALL",50.1,58.1,67
"OCT5 15",1935,"CALL",49.2,54.2,67
"OCT5 15",1940,"CALL",47.3,51.3,67
"OCT5 15",1945,"CALL",45,49,67
"OCT5 15",1950,"CALL",42.8,46.8,67
"OCT5 15",1955,"CALL",40.6,44.6,67
"OCT5 15",1960,"CALL",38.4,42.4,67
"OCT5 15",1965,"CALL",36.7,39.9,67
"OCT5 15",1970,"CALL",34.7,37.9,67
"OCT5 15",1975,"CALL",32.7,35.9,67
"OCT5 15",1980,"CALL",30.8,34,67
"OCT5 15",1985,"CALL",29.1,32.1,67
"OCT5 15",1990,"CALL",27.6,30,67
"OCT5 15",1995,"CALL",25.8,28.2,67
"OCT5 15",2000,"CALL",24.2,26.6,67
"OCT5 15",2005,"CALL",22.6,25,67
"OCT5 15",2010,"CALL",21,23.4,67
"OCT5 15",2015,"CALL",19.9,21.5,67
"OCT5 15",2020,"CALL",18.7,19.9,67
"OCT5 15",2025,"CALL",17.3,18.5,67
"OCT5 15",2030,"CALL",16,17.2,67
"OCT5 15",2035,"CALL",14.7,15.9,67
"OCT5 15",2040,"CALL",13.5,14.7,67
"OCT5 15",2045,"CALL",12.4,13.6,67
"OCT5 15",2050,"CALL",11.3,12.5,67
"OCT5 15",2055,"CALL",10.3,11.5,67
"OCT5 15",2060,"CALL",9.5,10.4,67
"OCT5 15",2065,"CALL",8.6,9.5,67
"OCT5 15",2070,"CALL",7.8,8.7,67
"OCT5 15",2075,"CALL",7.1,8,67
"OCT5 15",2080,"CALL",6.4,7.3,67
"OCT5 15",2085,"CALL",5.8,6.7,67
"OCT5 15",2090,"CALL",5.2,6.1,67
"OCT5 15",2095,"CALL",4.7,5.6,67
"OCT5 15",2100,"CALL",4.4,5.2,67
"OCT5 15",2105,"CALL",3.9,4.7,67
"OCT5 15",2110,"CALL",3.6,4.4,67
"OCT5 15",2115,"CALL",3.2,4,67
"OCT5 15",2120,"CALL",2.9,3.7,67
"OCT5 15",2125,"CALL",2.6,3.4,67
"OCT5 15",2130,"CALL",2.35,3.1,67
"OCT5 15",2135,"CALL",2.15,2.95,67
"OCT5 15",2140,"CALL",2,2.7,67
"OCT5 15",2145,"CALL",1.85,2.55,67
"OCT5 15",2150,"CALL",1.75,2.3,67
"OCT5 15",2155,"CALL",1.6,2.15,67
"OCT5 15",2160,"CALL",1.45,2,67
"OCT5 15",2165,"CALL",1.3,1.85,67
"OCT5 15",2170,"CALL",1.2,1.75,67
"OCT5 15",2175,"CALL",1.05,1.6,67
"OCT5 15",2180,"CALL",0.95,1.5,67
"OCT5 15",2185,"CALL",0.85,1.4,67
"OCT5 15",2190,"CALL",0.8,1.35,67
"OCT5 15",2195,"CALL",0.75,1.2,67
"OCT5 15",2200,"CALL",0.65,1.1,67
"OCT5 15",2205,"CALL",0.6,1.05,67
"OCT5 15",2210,"CALL",0.5,0.95,67
"OCT5 15",2215,"CALL",0.45,0.9,67
"OCT5 15",2220,"CALL",0.4,0.85,67
"OCT5 15",2225,"CALL",0.35,0.8,67
"OCT5 15",2230,"CALL",0.3,0.75,67
"OCT5 15",2235,"CALL",0.3,0.7,67
"OCT5 15",2240,"CALL",0.25,0.65,67
"OCT5 15",2245,"CALL",0.2,0.6,67
"OCT5 15",2250,"CALL",0.2,0.6,67
"OCT5 15",2255,"CALL",0.15,0.55,67
"OCT5 15",2260,"CALL",0.1,0.5,67
"OCT5 15",2265,"CALL",0.1,0.5,67
"OCT5 15",2270,"CALL",0.1,0.4,67
"OCT5 15",2275,"CALL",0.1,0.4,67
"OCT5 15",2280,"CALL",0.05,0.35,67
"OCT5 15",2290,"CALL",0.05,0.35,67
"OCT5 15",2300,"CALL",0,0.3,67
"OCT5 15",2325,"CALL",0,0.3,67
"OCT5 15",2350,"CALL",0,0.3,67
"OCT5 15",2400,"CALL",0,0.3,67
"OCT5 15",2450,"CALL",0,0.3,67
"OCT5 15",2500,"CALL",0,0.3,67
"NOV1 15",750,"CALL",1105.7,1124.9,74
"NOV1 15",800,"CALL",1055.9,1075.1,74
"NOV1 15",850,"CALL",1006.1,1025.3,74
"NOV1 15",900,"CALL",956.4,975.6,74
"NOV1 15",950,"CALL",906.8,926,74
"NOV1 15",1000,"CALL",857.3,876.5,74
"NOV1 15",1050,"CALL",807.9,827.1,74
"NOV1 15",1100,"CALL",758.7,777.9,74
"NOV1 15",1150,"CALL",709.7,728.9,74
"NOV1 15",1200,"CALL",660.9,680.1,74
"NOV1 15",1225,"CALL",636.6,655.8,74
"NOV1 15",1250,"CALL",612.4,631.6,74
"NOV1 15",1275,"CALL",588.3,607.5,74
"NOV1 15",1300,"CALL",564.2,583.4,74
"NOV1 15",1325,"CALL",540.3,559.5,74
"NOV1 15",1350,"CALL",516.4,535.6,74
"NOV1 15",1375,"CALL",492.7,511.9,74
"NOV1 15",1400,"CALL",469.1,488.3,74
"NOV1 15",1425,"CALL",445.6,464.8,74
"NOV1 15",1450,"CALL",422.3,441.5,74
"NOV1 15",1475,"CALL",399.2,418.4,74
"NOV1 15",1500,"CALL",376.2,395.4,74
"NOV1 15",1510,"CALL",367.1,386.3,74
"NOV1 15",1520,"CALL",358.1,377.3,74
"NOV1 15",1525,"CALL",353.5,372.7,74
"NOV1 15",1530,"CALL",349,368.2,74
"NOV1 15",1540,"CALL",340,359.2,74
"NOV1 15",1550,"CALL",331,350.2,74
"NOV1 15",1555,"CALL",326.6,345.8,74
"NOV1 15",1560,"CALL",322.1,341.3,74
"NOV1 15",1565,"CALL",317.7,336.9,74
"NOV1 15",1570,"CALL",313.2,332.4,74
"NOV1 15",1575,"CALL",308.8,328,74
"NOV1 15",1580,"CALL",304.4,323.6,74
"NOV1 15",1585,"CALL",300,319.2,74
"NOV1 15",1590,"CALL",295.6,314.8,74
"NOV1 15",1595,"CALL",291.3,310.5,74
"NOV1 15",1600,"CALL",286.9,306.1,74
"NOV1 15",1605,"CALL",282.6,301.8,74
"NOV1 15",1610,"CALL",278.2,297.4,74
"NOV1 15",1615,"CALL",273.9,293.1,74
"NOV1 15",1620,"CALL",269.6,288.8,74
"NOV1 15",1625,"CALL",265.3,284.5,74
"NOV1 15",1630,"CALL",261,280.2,74
"NOV1 15",1635,"CALL",256.8,276,74
"NOV1 15",1640,"CALL",252.5,271.7,74
"NOV1 15",1645,"CALL",248.3,267.5,74
"NOV1 15",1650,"CALL",244.1,263.3,74
"NOV1 15",1655,"CALL",239.9,259.1,74
"NOV1 15",1660,"CALL",235.7,254.9,74
"NOV1 15",1665,"CALL",231.5,250.7,74
"NOV1 15",1670,"CALL",227.4,246.6,74
"NOV1 15",1675,"CALL",223.3,242.5,74
"NOV1 15",1680,"CALL",219.2,238.4,74
"NOV1 15",1685,"CALL",215.1,234.3,74
"NOV1 15",1690,"CALL",211,230.2,74
"NOV1 15",1695,"CALL",206.9,226.1,74
"NOV1 15",1700,"CALL",202.9,222.1,74
"NOV1 15",1705,"CALL",200.5,216.5,74
"NOV1 15",1710,"CALL",196.5,212.5,74
"NOV1 15",1715,"CALL",192.5,208.5,74
"NOV1 15",1720,"CALL",190.2,203,74
"NOV1 15",1725,"CALL",186.3,199.1,74
"NOV1 15",1730,"CALL",182.3,195.1,74
"NOV1 15",1735,"CALL",178.4,191.2,74
"NOV1 15",1740,"CALL",174.6,187.4,74
"NOV1 15",1745,"CALL",170.7,183.5,74
"NOV1 15",1750,"CALL",166.9,179.7,74
"NOV1 15",1755,"CALL",163.1,175.9,74
"NOV1 15",1760,"CALL",159.3,172.1,74
"NOV1 15",1765,"CALL",155.5,168.3,74
"NOV1 15",1770,"CALL",151.8,164.6,74
"NOV1 15",1775,"CALL",148,160.8,74
"NOV1 15",1780,"CALL",144.3,157.1,74
"NOV1 15",1785,"CALL",140.7,153.5,74
"NOV1 15",1790,"CALL",137,149.8,74
"NOV1 15",1795,"CALL",133.4,146.2,74
"NOV1 15",1800,"CALL",129.8,142.6,74
"NOV1 15",1805,"CALL",126.3,139.1,74
"NOV1 15",1810,"CALL",122.7,135.5,74
"NOV1 15",1815,"CALL",119.2,132,74
"NOV1 15",1820,"CALL",115.7,128.5,74
"NOV1 15",1825,"CALL",112.3,125.1,74
"NOV1 15",1830,"CALL",108.9,121.7,74
"NOV1 15",1835,"CALL",105.5,118.3,74
"NOV1 15",1840,"CALL",102.1,114.9,74
"NOV1 15",1845,"CALL",100.2,110.2,74
"NOV1 15",1850,"CALL",96.9,106.9,74
"NOV1 15",1855,"CALL",94.7,102.7,74
"NOV1 15",1860,"CALL",91.5,99.5,74
"NOV1 15",1865,"CALL",88.3,96.3,74
"NOV1 15",1870,"CALL",85.2,93.2,74
"NOV1 15",1875,"CALL",82.1,90.1,74
"NOV1 15",1880,"CALL",79,87,74
"NOV1 15",1885,"CALL",75.9,83.9,74
"NOV1 15",1890,"CALL",72.9,80.9,74
"NOV1 15",1895,"CALL",70,78,74
"NOV1 15",1900,"CALL",67,75,74
"NOV1 15",1905,"CALL",64.2,72.2,74
"NOV1 15",1910,"CALL",61.3,69.3,74
"NOV1 15",1915,"CALL",58.5,66.5,74
"NOV1 15",1920,"CALL",55.8,63.8,74
"NOV1 15",1925,"CALL",53.1,61.1,74
"NOV1 15",1930,"CALL",50.4,58.4,74
"NOV1 15",1935,"CALL",49.3,54.3,74
"NOV1 15",1940,"CALL",47.2,51.2,74
"NOV1 15",1945,"CALL",44.8,48.8,74
"NOV1 15",1950,"CALL",42.4,46.4,74
"NOV1 15",1955,"CALL",40.1,44.1,74
"NOV1 15",1960,"CALL",38.2,41.4,74
"NOV1 15",1965,"CALL",36,39.2,74
"NOV1 15",1970,"CALL",33.9,37.1,74
"NOV1 15",1975,"CALL",31.9,35.1,74
"NOV1 15",1980,"CALL",30,33,74
"NOV1 15",1985,"CALL",28.4,30.8,74
"NOV1 15",1990,"CALL",26.6,29,74
"NOV1 15",1995,"CALL",24.8,27.2,74
"NOV1 15",2000,"CALL",23.2,25.6,74
"NOV1 15",2005,"CALL",21.6,24,74
"NOV1 15",2010,"CALL",20.4,22,74
"NOV1 15",2015,"CALL",19.1,20.3,74
"NOV1 15",2020,"CALL",17.8,19,74
"NOV1 15",2025,"CALL",16.4,17.6,74
"NOV1 15",2030,"CALL",15.2,16.4,74
"NOV1 15",2035,"CALL",14,15.2,74
"NOV1 15",2040,"CALL",12.9,14.1,74
"NOV1 15",2045,"CALL",11.8,13,74
"NOV1 15",2050,"CALL",10.8,12,74
"NOV1 15",2055,"CALL",9.9,11.1,74
"NOV1 15",2060,"CALL",9.2,10.1,74
"NOV1 15",2065,"CALL",8.3,9.2,74
"NOV1 15",2070,"CALL",7.6,8.5,74
"NOV1 15",2075,"CALL",6.9,7.8,74
"NOV1 15",2080,"CALL",6.2,7.1,74
"NOV1 15",2085,"CALL",5.6,6.5,74
"NOV1 15",2090,"CALL",5,5.9,74
"NOV1 15",2095,"CALL",4.6,5.4,74
"NOV1 15",2100,"CALL",4.1,4.9,74
"NOV1 15",2105,"CALL",3.6,4.4,74
"NOV1 15",2110,"CALL",3.2,4,74
"NOV1 15",2115,"CALL",2.8,3.6,74
"NOV1 15",2120,"CALL",2.45,3.2,74
"NOV1 15",2125,"CALL",2.15,2.95,74
"NOV1 15",2130,"CALL",1.95,2.65,74
"NOV1 15",2135,"CALL",1.75,2.3,74
"NOV1 15",2140,"CALL",1.5,2.05,74
"NOV1 15",2145,"CALL",1.3,1.85,74
"NOV1 15",2150,"CALL",1.1,1.65,74
"NOV1 15",2155,"CALL",0.95,1.5,74
"NOV1 15",2160,"CALL",0.8,1.35,74
"NOV1 15",2165,"CALL",0.7,1.15,74
"NOV1 15",2170,"CALL",0.6,1.05,74
"NOV1 15",2175,"CALL",0.5,0.95,74
"NOV1 15",2180,"CALL",0.4,0.85,74
"NOV1 15",2185,"CALL",0.3,0.75,74
"NOV1 15",2190,"CALL",0.3,0.7,74
"NOV1 15",2195,"CALL",0.2,0.6,74
"NOV1 15",2200,"CALL",0.15,0.55,74
"NOV1 15",2205,"CALL",0.1,0.5,74
"NOV1 15",2210,"CALL",0.1,0.5,74
"NOV1 15",2215,"CALL",0.1,0.4,74
"NOV1 15",2220,"CALL",0.05,0.35,74
"NOV1 15",2225,"CALL",0,0.3,74
"NOV1 15",2230,"CALL",0,0.3,74
"NOV1 15",2235,"CALL",0,0.3,74
"NOV1 15",2240,"CALL",0,0.3,74
"NOV1 15",2245,"CALL",0,0.3,74
"NOV1 15",2250,"CALL",0,0.3,74
"NOV1 15",2260,"CALL",0,0.3,74
"NOV1 15",2270,"CALL",0,0.3,74
"NOV1 15",2275,"CALL",0,0.3,74
"NOV1 15",2280,"CALL",0,0.3,74
"NOV1 15",2290,"CALL",0,0.3,74
"NOV1 15",2300,"CALL",0,0.3,74
"NOV1 15",2325,"CALL",0,0.3,74
"NOV1 15",2350,"CALL",0,0.3,74
"NOV1 15",2400,"CALL",0,0.3,74
"NOV1 15",2450,"CALL",0,0.3,74
"NOV2 15",750,"CALL",1104.9,1124.1,81
"NOV2 15",800,"CALL",1055.2,1074.4,81
"NOV2 15",850,"CALL",1005.5,1024.7,81
"NOV2 15",900,"CALL",955.8,975,81
"NOV2 15",950,"CALL",906.3,925.5,81
"NOV2 15",1000,"CALL",856.9,876.1,81
"NOV2 15",1050,"CALL",807.6,826.8,81
"NOV2 15",1100,"CALL",758.4,777.6,81
"NOV2 15",1150,"CALL",709.5,728.7,81
"NOV2 15",1200,"CALL",660.8,680,81
"NOV2 15",1225,"CALL",636.5,655.7,81
"NOV2 15",1250,"CALL",612.3,631.5,81
"NOV2 15",1275,"CALL",588.2,607.4,81
"NOV2 15",1300,"CALL",564.2,583.4,81
"NOV2 15",1325,"CALL",540.3,559.5,81
"NOV2 15",1350,"CALL",516.5,535.7,81
"NOV2 15",1375,"CALL",492.8,512,81
"NOV2 15",1400,"CALL",469.2,488.4,81
"NOV2 15",1425,"CALL",445.8,465,81
"NOV2 15",1450,"CALL",422.6,441.8,81
"NOV2 15",1475,"CALL",399.5,418.7,81
"NOV2 15",1500,"CALL",376.7,395.9,81
"NOV2 15",1510,"CALL",367.6,386.8,81
"NOV2 15",1520,"CALL",358.6,377.8,81
"NOV2 15",1525,"CALL",354.1,373.3,81
"NOV2 15",1530,"CALL",349.6,368.8,81
"NOV2 15",1540,"CALL",340.6,359.8,81
"NOV2 15",1550,"CALL",331.7,350.9,81
"NOV2 15",1555,"CALL",327.2,346.4,81
"NOV2 15",1560,"CALL",322.8,342,81
"NOV2 15",1565,"CALL",318.4,337.6,81
"NOV2 15",1570,"CALL",314,333.2,81
"NOV2 15",1575,"CALL",309.6,328.8,81
"NOV2 15",1580,"CALL",305.2,324.4,81
"NOV2 15",1585,"CALL",300.8,320,81
"NOV2 15",1590,"CALL",296.4,315.6,81
"NOV2 15",1595,"CALL",292.1,311.3,81
"NOV2 15",1600,"CALL",287.7,306.9,81
"NOV2 15",1605,"CALL",283.4,302.6,81
"NOV2 15",1610,"CALL",279.1,298.3,81
"NOV2 15",1615,"CALL",274.8,294,81
"NOV2 15",1620,"CALL",270.5,289.7,81
"NOV2 15",1625,"CALL",266.2,285.4,81
"NOV2 15",1630,"CALL",261.9,281.1,81
"NOV2 15",1635,"CALL",257.7,276.9,81
"NOV2 15",1640,"CALL",253.4,272.6,81
"NOV2 15",1645,"CALL",249.2,268.4,81
"NOV2 15",1650,"CALL",245,264.2,81
"NOV2 15",1655,"CALL",240.8,260,81
"NOV2 15",1660,"CALL",236.6,255.8,81
"NOV2 15",1665,"CALL",232.4,251.6,81
"NOV2 15",1670,"CALL",228.3,247.5,81
"NOV2 15",1675,"CALL",224.2,243.4,81
"NOV2 15",1680,"CALL",220,239.2,81
"NOV2 15",1685,"CALL",215.9,235.1,81
"NOV2 15",1690,"CALL",211.9,231.1,81
"NOV2 15",1695,"CALL",207.8,227,81
"NOV2 15",1700,"CALL",203.7,222.9,81
"NOV2 15",1705,"CALL",201.3,217.3,81
"NOV2 15",1710,"CALL",197.3,213.3,81
"NOV2 15",1715,"CALL",193.3,209.3,81
"NOV2 15",1720,"CALL",190.9,203.7,81
"NOV2 15",1725,"CALL",187,199.8,81
"NOV2 15",1730,"CALL",183.1,195.9,81
"NOV2 15",1735,"CALL",179.1,191.9,81
"NOV2 15",1740,"CALL",175.2,188,81
"NOV2 15",1745,"CALL",171.4,184.2,81
"NOV2 15",1750,"CALL",167.5,180.3,81
"NOV2 15",1755,"CALL",163.7,176.5,81
"NOV2 15",1760,"CALL",159.9,172.7,81
"NOV2 15",1765,"CALL",156.1,168.9,81
"NOV2 15",1770,"CALL",152.4,165.2,81
"NOV2 15",1775,"CALL",148.7,161.5,81
"NOV2 15",1780,"CALL",145,157.8,81
"NOV2 15",1785,"CALL",141.3,154.1,81
"NOV2 15",1790,"CALL",137.6,150.4,81
"NOV2 15",1795,"CALL",134,146.8,81
"NOV2 15",1800,"CALL",130.4,143.2,81
"NOV2 15",1805,"CALL",126.9,139.7,81
"NOV2 15",1810,"CALL",123.4,136.2,81
"NOV2 15",1815,"CALL",119.9,132.7,81
"NOV2 15",1820,"CALL",116.4,129.2,81
"NOV2 15",1825,"CALL",113,125.8,81
"NOV2 15",1830,"CALL",109.6,122.4,81
"NOV2 15",1835,"CALL",106.2,119,81
"NOV2 15",1840,"CALL",102.9,115.7,81
"NOV2 15",1845,"CALL",101,111,81
"NOV2 15",1850,"CALL",97.7,107.7,81
"NOV2 15",1855,"CALL",95.5,103.5,81
"NOV2 15",1860,"CALL",92.3,100.3,81
"NOV2 15",1865,"CALL",89.1,97.1,81
"NOV2 15",1870,"CALL",86,94,81
"NOV2 15",1875,"CALL",82.9,90.9,81
"NOV2 15",1880,"CALL",79.9,87.9,81
"NOV2 15",1885,"CALL",76.9,84.9,81
"NOV2 15",1890,"CALL",73.9,81.9,81
"NOV2 15",1895,"CALL",71,79,81
"NOV2 15",1900,"CALL",68.1,76.1,81
"NOV2 15",1905,"CALL",65.3,73.3,81
"NOV2 15",1910,"CALL",62.5,70.5,81
"NOV2 15",1915,"CALL",59.7,67.7,81
"NOV2 15",1920,"CALL",57,65,81
"NOV2 15",1925,"CALL",54.3,62.3,81
"NOV2 15",1930,"CALL",51.7,59.7,81
"NOV2 15",1935,"CALL",50.7,55.7,81
"NOV2 15",1940,"CALL",48.2,53.2,81
"NOV2 15",1945,"CALL",46.3,50.3,81
"NOV2 15",1950,"CALL",44,48,81
"NOV2 15",1955,"CALL",41.7,45.7,81
"NOV2 15",1960,"CALL",39.6,43.6,81
"NOV2 15",1965,"CALL",37.9,41.1,81
"NOV2 15",1970,"CALL",35.8,39,81
"NOV2 15",1975,"CALL",33.9,37.1,81
"NOV2 15",1980,"CALL",32,35.2,81
"NOV2 15",1985,"CALL",30.2,33.4,81
"NOV2 15",1990,"CALL",28.6,31.6,81
"NOV2 15",1995,"CALL",27.2,29.6,81
"NOV2 15",2000,"CALL",25.6,28,81
"NOV2 15",2005,"CALL",24.1,26.5,81
"NOV2 15",2010,"CALL",22.6,25,81
"NOV2 15",2015,"CALL",21.2,23.6,81
"NOV2 15",2020,"CALL",20.3,21.9,81
"NOV2 15",2025,"CALL",19.2,20.4,81
"NOV2 15",2030,"CALL",18,19.2,81
"NOV2 15",2035,"CALL",16.9,18.1,81
"NOV2 15",2040,"CALL",15.8,17,81
"NOV2 15",2045,"CALL",14.8,16,81
"NOV2 15",2050,"CALL",13.8,15,81
"NOV2 15",2055,"CALL",12.9,14.1,81
"NOV2 15",2060,"CALL",12,13.2,81
"NOV2 15",2065,"CALL",11.2,12.4,81
"NOV2 15",2070,"CALL",10.5,11.7,81
"NOV2 15",2075,"CALL",9.8,11,81
"NOV2 15",2080,"CALL",9.2,10.1,81
"NOV2 15",2085,"CALL",8.6,9.5,81
"NOV2 15",2090,"CALL",8,8.9,81
"NOV2 15",2095,"CALL",7.4,8.3,81
"NOV2 15",2100,"CALL",6.9,7.8,81
"NOV2 15",2105,"CALL",6.4,7.3,81
"NOV2 15",2110,"CALL",6,6.9,81
"NOV2 15",2115,"CALL",5.6,6.5,81
"NOV2 15",2120,"CALL",5.2,6.1,81
"NOV2 15",2125,"CALL",4.8,5.7,81
"NOV2 15",2130,"CALL",4.5,5.3,81
"NOV2 15",2135,"CALL",4.2,5,81
"NOV2 15",2140,"CALL",3.9,4.7,81
"NOV2 15",2145,"CALL",3.7,4.5,81
"NOV2 15",2150,"CALL",3.4,4.2,81
"NOV2 15",2155,"CALL",3.2,4,81
"NOV2 15",2160,"CALL",2.9,3.7,81
"NOV2 15",2165,"CALL",2.7,3.5,81
"NOV2 15",2170,"CALL",2.5,3.3,81
"NOV2 15",2175,"CALL",2.3,3.1,81
"NOV2 15",2180,"CALL",2.15,2.95,81
"NOV2 15",2185,"CALL",2.05,2.75,81
"NOV2 15",2190,"CALL",1.9,2.6,81
"NOV2 15",2195,"CALL",1.75,2.45,81
"NOV2 15",2200,"CALL",1.65,2.2,81
"NOV2 15",2205,"CALL",1.55,2.1,81
"NOV2 15",2210,"CALL",1.4,1.95,81
"NOV2 15",2215,"CALL",1.3,1.85,81
"NOV2 15",2220,"CALL",1.2,1.75,81
"NOV2 15",2225,"CALL",1.1,1.65,81
"NOV2 15",2230,"CALL",1,1.55,81
"NOV2 15",2235,"CALL",0.9,1.45,81
"NOV2 15",2240,"CALL",0.8,1.35,81
"NOV2 15",2245,"CALL",0.8,1.25,81
"NOV2 15",2250,"CALL",0.7,1.15,81
"NOV2 15",2260,"CALL",0.6,1.05,81
"NOV2 15",2270,"CALL",0.45,0.9,81
"NOV2 15",2275,"CALL",0.4,0.85,81
"NOV2 15",2280,"CALL",0.35,0.8,81
"NOV2 15",2290,"CALL",0.3,0.7,81
"NOV2 15",2300,"CALL",0.25,0.65,81
"NOV2 15",2325,"CALL",0.1,0.5,81
"NOV2 15",2350,"CALL",0.05,0.35,81
"NOV2 15",2400,"CALL",0,0.3,81
"NOV2 15",2450,"CALL",0,0.3,81
"NOV 15",500,"CALL",1352.5,1371.7,87
"NOV 15",600,"CALL",1252.7,1271.9,87
"NOV 15",700,"CALL",1153.1,1172.3,87
"NOV 15",800,"CALL",1053.6,1072.8,87
"NOV 15",850,"CALL",1004,1023.2,87
"NOV 15",900,"CALL",954.4,973.6,87
"NOV 15",950,"CALL",904.9,924.1,87
"NOV 15",1000,"CALL",855.6,874.8,87
"NOV 15",1025,"CALL",831,850.2,87
"NOV 15",1050,"CALL",806.4,825.6,87
"NOV 15",1075,"CALL",781.8,801,87
"NOV 15",1100,"CALL",757.3,776.5,87
"NOV 15",1125,"CALL",732.8,752,87
"NOV 15",1150,"CALL",708.5,727.7,87
"NOV 15",1175,"CALL",684.2,703.4,87
"NOV 15",1200,"CALL",659.8,679,87
"NOV 15",1225,"CALL",635.6,654.8,87
"NOV 15",1250,"CALL",611.5,630.7,87
"NOV 15",1275,"CALL",587.4,606.6,87
"NOV 15",1300,"CALL",563.5,582.7,87
"NOV 15",1325,"CALL",539.6,558.8,87
"NOV 15",1350,"CALL",515.8,535,87
"NOV 15",1360,"CALL",506.3,525.5,87
"NOV 15",1370,"CALL",496.9,516.1,87
"NOV 15",1375,"CALL",492.2,511.4,87
"NOV 15",1380,"CALL",487.5,506.7,87
"NOV 15",1390,"CALL",478.1,497.3,87
"NOV 15",1400,"CALL",468.7,487.9,87
"NOV 15",1410,"CALL",459.4,478.6,87
"NOV 15",1420,"CALL",450,469.2,87
"NOV 15",1425,"CALL",445.4,464.6,87
"NOV 15",1430,"CALL",440.7,459.9,87
"NOV 15",1440,"CALL",431.4,450.6,87
"NOV 15",1450,"CALL",422.2,441.4,87
"NOV 15",1460,"CALL",413,432.2,87
"NOV 15",1470,"CALL",403.8,423,87
"NOV 15",1475,"CALL",399.2,418.4,87
"NOV 15",1480,"CALL",394.6,413.8,87
